Município,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,Product
Aparecida de Goiânia,83,0,0,0,0,0,0,0,720,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Aparecida do Taboado,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Araraquara,0,0,4963,755,1887,11912,10570,0,0,0,0,0,0,0,2469,32626,4326,8518,38845,6000,8586,0,0,0,0,Cocoa
Araras,51651,792,0,0,19500,367582,304688,228914,458529,261828,1193390,1417469,1133500,1458880,1283948,1205368,2022205,1806925,3441569,3151924,3634499,3148182,1975282,3296058,6876394,Cocoa
Arataca,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Araçatuba,523,0,0,0,0,0,2320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Arceburgo,0,0,0,0,0,0,38739,38308,34870,52087,29026,61148,125567,48370,64979,43349,42163,5670,0,0,0,0,0,0,0,Cocoa
Ariquemes,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Aurelino Leal,9060,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Barcarena,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Barretos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112000,0,Cocoa
Barro Preto,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,221277,315036,443133,273380,342941,503594,233878,202368,227126,32640,Cocoa
Barueri,27071,21112,5533,1064,0,0,1515,800,1515,6008,16239,4000,13184,8671,15973,4762,2666,37355,343741,1062577,12902,612,0,0,0,Cocoa
Bauru,0,0,313,0,0,0,0,0,0,0,0,268,0,0,4380,0,0,0,0,5160,22382,0,0,0,0,Cocoa
Bebedouro,0,6,36,0,10,42,42,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Belo Horizonte,26852,17847,12399,8076,9507,8363,6292,4195,19017,27801,5296,3619,7447,17785,15188,11546,16041,0,428,1250,24115,24458,0,0,0,Cocoa
Belém,6376,7038,1246,316,463,2173,1714,890,1762,1625,1086,6049,4272,50746,6372,5199,3243,2265,849,0,1080,0,0,0,0,Cocoa
Boa Vista,122458,111635,12786,1055,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,Cocoa
Bragança Paulista,1903119,1309980,1389931,1551379,1004220,1629439,991833,1349290,137009,184713,672504,817771,1021652,1627537,2279467,2831542,3840867,4444792,3534744,2461313,2298085,1421208,403571,0,0,Cocoa
Brasília,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,55,0,24000,6000,0,0,0,Cocoa
Cabreúva,492772,763857,545785,336729,473146,311911,361870,424476,63561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Cacoal,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Cajamar,1502376,1361021,1568726,1488344,1204981,854952,1120,0,0,72,0,23971,0,0,0,0,0,0,0,0,4800,0,0,0,0,Cocoa
Camacan,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,93185,176000,0,0,0,0,0,0,0,Cocoa
Campinas,163091,90391,190147,254430,243772,314936,80926,150892,260044,301032,510167,684286,495699,354583,57617,31475,44934,17825,25120,32440,46412,62323,62642,11216,7072,Cocoa
Campo Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562,19835,0,0,0,786,0,69,1038,0,Cocoa
Campo Limpo Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Capivari,0,0,0,0,0,0,20418,42061,45548,31585,39859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Caraguatatuba,0,0,0,122,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Carapicuíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,0,0,0,0,Cocoa
Castanhal,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,0,Cocoa
Catanduva,0,0,0,0,66000,88000,66192,0,0,0,110000,67440,113168,177200,221001,80016,22000,0,1161000,4472023,2967000,1225500,519500,0,0,Cocoa
Caçapava,1750051,1530814,1498684,1139648,186687,203820,157368,188238,242236,220296,146391,253946,1872036,3688316,4819591,10236356,13860325,11656984,9524117,481884,1107796,464927,1183561,1278888,1455919,Cocoa
Cerqueira César,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Coaraci,0,2040,0,0,0,0,2040,0,0,0,0,0,0,81450,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Confins,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Contagem,0,317,6928,0,0,645,0,0,0,0,0,0,0,1536,1170,770,1303,8669,4680,8671,27017,25367,12254,0,0,Cocoa
Cordeirópolis,466016,424019,407621,795429,331965,0,0,0,0,0,0,313656,2688090,2718161,239139,305736,724569,424744,0,0,0,0,0,0,0,Cocoa
Corumbá,3870,27555,32635,28690,30559,45683,142570,184405,355533,552730,577148,677681,688330,102711,20857,0,312247,15316,564542,1062192,927504,818872,113414,13379,19057,Cocoa
Cotia,800,0,4955,25,150,46,832,1197,3670,967,2830,2002,667,2,0,645,3000,0,0,0,100,0,0,0,15,Cocoa
Cubatão,1684,1924,0,0,0,0,0,31643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Cáceres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,Cocoa
Diadema,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,100045,270035,Cocoa
Embu,28000,0,1,0,0,125,0,4301,0,0,0,0,0,914365,4648109,4444844,3942400,1940870,1431370,738500,2003720,1210300,1761475,2655634,2309856,Cocoa
Espírito Santo do Pinhal,0,1,0,0,20002,0,20002,0,0,57895,161392,197137,144068,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Extrema,97434,48384,83604,20604,37000,49600,3000,29400,12350,525540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Feira de Santana,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,37536,72816,0,0,0,0,0,0,0,0,Cocoa
Fernandópolis,0,0,0,0,0,0,0,0,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Ferraz de Vasconcelos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,140,0,0,0,0,28,28,0,Cocoa
Floresta Azul,0,0,0,0,0,0,0,0,0,4032,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Formiga,162374,139419,98415,66364,68126,56428,45977,17932,9314,0,0,0,0,0,72,0,0,0,94,0,0,0,0,0,0,Cocoa
Franca,2175,7325,10,14,19,219,721,4394,5272,4120,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Frutal,0,0,0,0,0,0,0,0,0,25000,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Gandu,87000,37000,37000,87000,137000,112000,96000,112549,100900,87900,66480,12000,18060,12000,12000,480,0,0,0,0,0,0,0,0,0,Cocoa
Goiânia,17,0,8,0,1479,40265,23424,39227,14965,2508,2478,4020,3300,0,0,0,537,0,0,0,14414,168502,316128,71985,46341,Cocoa
Governador Valadares,0,0,0,0,0,0,0,0,0,0,0,0,2584,923,12146,6871,17538,26436,27447,4515,1641,7421,2701,0,0,Cocoa
Guajará-Mirim,0,0,5774,565200,656579,608227,620947,279499,228713,132194,113440,14697,6431,5673,2166,2009,80470,6489,40374,6836,41517,10545,9542,2909,1747,Cocoa
Guararema,116999,55481,101119,101112,82619,70869,69805,135049,319422,355399,277003,95287,40866,123757,126752,26000,144171,45360,8736,34723,102908,16754,0,0,0,Cocoa
Guarujá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,26500,0,0,Cocoa
Guarulhos,55649,237924,519787,479954,523932,391883,222871,294414,357112,385156,105000,111151,97423,175723,312536,626336,506399,427558,341240,417688,665294,453229,645244,673539,772235,Cocoa
Guaxupé,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Hidrolândia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,469,0,0,0,Cocoa
Hortolândia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7376,17202,336,0,0,0,Cocoa
Ibirataia,500,420,2060,0,500,0,300,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Ibiá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11174,1320,0,0,0,0,0,0,0,Cocoa
Igrapiúna,500,0,0,0,0,0,10380,0,0,0,0,0,6060,0,0,0,0,1020,0,0,0,0,0,0,0,Cocoa
Ilhéus,43890458,39108592,41409244,41677123,52347151,51125104,54633507,44372245,41522373,46410391,52265738,52683412,49791557,61276564,75414525,87565033,85347260,76806806,75103282,56540235,56767177,60624927,50929940,53647759,45944248,Cocoa
Indaiatuba,127125,107202,21000,319000,457378,253449,76450,20000,40000,4,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,Cocoa
Ipatinga,1009,174,32,99,283,240,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Itabuna,10091251,9682700,8207234,6970860,6431195,5864365,5495450,2625325,4244370,4978925,6577080,6634500,3735675,4791517,4190150,1304500,1300300,850986,298300,605300,375000,823850,1976800,2829000,4176500,Cocoa
Itacoatiara,345,415,608,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Itapevi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2822,0,0,0,1374,0,0,Cocoa
Itatiba,207575,913193,771377,431828,980211,1016625,652900,849646,704095,649973,430649,404907,297450,374002,186488,203357,161287,106042,62868,16778,56968,24820,44740,9492,22052,Cocoa
Itu,435838,335220,260321,133890,0,8881,0,0,0,0,0,0,10368,0,0,10130,72134,28000,0,0,9120,0,0,0,0,Cocoa
Ituberá,0,4000,0,0,0,0,0,0,0,0,15000,0,0,15000,0,20000,0,0,0,0,0,0,0,0,0,Cocoa
Itumbiara,121513,92985,960,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,Cocoa
Itupeva,20341,12858,9203,2016,36,0,0,0,0,0,0,0,84824,73477,0,0,0,0,0,0,9,0,32440,136104,195224,Cocoa
Itápolis,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Jaguariúna,0,0,0,0,0,0,0,0,0,0,753,4396,6944,1300,7780,1985,702,0,0,0,0,0,0,0,0,Cocoa
Jaú,0,0,0,0,0,0,0,0,0,0,0,0,1575,0,0,923,0,0,3744,0,0,0,0,0,0,Cocoa
José Bonifácio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,Cocoa
João Monlevade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10422,0,0,0,0,Cocoa
Juatuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4902,8767,21539,41043,0,0,0,0,0,Cocoa
Juazeiro,0,0,0,0,0,0,0,0,0,0,100000,200000,49687,168335,49280,0,0,0,0,0,0,0,0,0,0,Cocoa
Juiz de Fora,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Cocoa
Jundiaí,1239153,125166,493265,537491,90996,197364,79866,486105,515182,538898,538373,404858,408681,494481,184748,117278,8880,22071,10918,128399,129219,41949,74321,200,3000,Cocoa
Lagoa da Prata,1250909,552544,796249,658651,492973,355803,507371,790948,831817,733681,718336,943742,555010,656836,707980,546842,458682,773870,395945,467772,344377,99543,127781,146778,202357,Cocoa
Lauro de Freitas,417,1121,72,0,0,0,0,0,0,0,0,0,0,0,74000,0,0,0,8,0,0,0,0,0,0,Cocoa
Limeira,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47965,786235,0,0,0,0,0,0,Cocoa
Luís Eduardo Magalhães,107,0,0,0,0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,1590000,4170000,2610000,Cocoa
Macapá,3498,1960,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Machado,0,0,0,0,0,0,0,0,0,200,300,0,0,492,0,0,4998,3840,0,0,0,0,0,0,0,Cocoa
Mairinque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264000,148500,0,0,0,0,0,0,0,0,0,Cocoa
Mairiporã,717600,1061824,688086,1058131,847241,775597,644521,519890,160104,1129462,1395673,1248685,1197180,1204988,1136184,803935,877310,883732,287040,0,0,0,0,0,0,Cocoa
Manaus,123070,41921,70410,669,0,0,0,0,0,0,0,0,52,0,0,0,2724,0,0,0,0,0,0,0,0,Cocoa
Marília,1765153,1319733,1239556,1326448,1639069,1527328,1128500,1703750,1669190,1617672,1456326,1882549,1178483,1154002,1990022,3003031,3646674,3973733,2504399,2036106,2022093,691372,29007,48135,8366,Cocoa
Matão,45706,70994,39138,64355,63900,9593,4924,12312,12150,28508,12368,3525,13980,26043,5336,6687,5039,2880,0,0,0,0,0,0,0,Cocoa
Mauá,0,0,0,0,0,0,0,0,0,0,0,71000,116181,15000,0,18,16100,14750,0,0,0,0,0,0,0,Cocoa
Medicilândia,0,0,0,24000,0,0,0,0,59220,23100,23100,22908,24349,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Mococa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,Cocoa
Mogi das Cruzes,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,5000,0,0,0,0,0,0,0,1680,Cocoa
Mogi-Mirim,0,0,0,0,0,0,0,0,0,0,161338,319335,254421,387348,944909,367403,341709,221833,102733,13831,0,0,0,1682,0,Cocoa
Monsenhor Paulo,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Monte Alto,0,0,26,0,0,0,32,46,0,0,0,0,178,142,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Montes Claros,376722,67593,21530,83586,79240,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Morungaba,0,0,0,0,0,0,0,0,0,5,61,96,116,52,12,76,0,0,0,0,0,0,0,0,0,Cocoa
Natércia,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Nova Lima,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Nova Odessa,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Oiapoque,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Oliveira,11529,10157,15015,21878,10625,5690,5141,16057,16208,11002,0,0,0,2762,15120,40405,518250,412581,197059,67063,46080,33800,0,0,0,Cocoa
Olímpia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,Cocoa
Osasco,224400,237630,313560,274809,290475,206325,114570,79598,27075,20163,16275,13737,8175,8415,11457,40548,94530,52137,29250,36330,43860,8577,3420,0,32505,Cocoa
Ourinhos,16713,18614,2931,19976,11926,0,80,0,480,0,0,0,0,1000,0,0,1144,0,0,500,3564,2587,2000,2760,7806,Cocoa
Pacaraima,416,7624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Palmas,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Paraguaçu Paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Cocoa
Pará de Minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617,0,6758,3166,144,Cocoa
Paulínia,53,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Pederneiras,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Pedreira,127583,64971,115286,222102,264430,233808,167514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Peruíbe,0,0,0,72,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Pindamonhangaba,0,3661,11897,12283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Piracicaba,12258,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,2000,0,0,7200,0,0,0,Cocoa
Pirapozinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,2825,1080,125,0,0,0,0,0,0,0,Cocoa
Pirassununga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24920,0,0,0,0,0,0,0,Cocoa
Piraí do Norte,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Pompéia,3542242,2816522,2590018,2336934,2009166,2041238,1380466,1117350,1525812,948353,1275335,909493,462422,177021,133776,157753,291665,502120,509246,141254,345600,0,0,0,0,Cocoa
Ponta Porã,67138,58188,104226,103470,145214,168305,170958,183568,203763,161437,92427,137130,134792,101118,53818,44794,32416,48907,51188,123192,146219,135848,148423,123613,41271,Cocoa
Porto Feliz,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Porto Ferreira,80642,45309,90800,49064,110911,50757,159851,90281,5994,75000,12016,14106,0,0,0,0,0,0,0,0,7200,0,0,0,0,Cocoa
Porto Murtinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,Cocoa
Porto Velho,75,8634,32,6541,10076,7616,1060,0,11280,7602,42144,12967,6966,10754,140,9170,0,0,0,0,0,0,0,0,0,Cocoa
Pouso Alegre,0,0,0,10194,14435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Poços de Caldas,5058294,4619880,2553904,2649349,2294178,1616180,1626827,1430258,1930214,1671619,1338816,1880721,2759290,2518139,2963007,4467632,4701442,4848545,4123042,3795174,2846436,1951454,1496273,934027,66081,Cocoa
Praia Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,160,300,195,120,0,0,0,0,0,0,Cocoa
Presidente Prudente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,174,120,0,0,0,0,26054,Cocoa
Presidente Tancredo Neves,0,0,0,0,0,0,52000,298000,208000,78000,104000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Promissão,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Quirinópolis,0,0,0,0,0,0,1282397,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Cocoa
Raposa,227,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Regente Feijó,4547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Cocoa
Ribeirão Pires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,44571,14045,16835,6140,216,0,0,0,0,Cocoa
Ribeirão Preto,2675,5243,6216,3168,86,1800,0,0,1890,183,1798,2827,6955,15369,5308,10231,10336,47584,204973,98703,191858,231982,96080,0,0,Cocoa
Ribeirão das Neves,0,0,0,0,0,0,0,0,0,0,0,0,0,372,6070,2424,580,0,0,0,0,0,0,0,0,Cocoa
Rio Branco,0,0,0,0,6,36,0,0,0,0,0,0,0,0,30,900,4527,0,0,0,0,0,150,0,0,Cocoa
Rio Claro,266366,210680,327120,507393,751128,796821,696127,919618,771454,1123614,1234492,1056363,1346177,1534553,1091792,1201753,355006,31688,0,0,0,0,0,0,0,Cocoa
Rio Verde,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Rio das Pedras,126400,471250,211250,439675,806950,232557,210974,54500,0,3000,5800,6499,0,89500,284892,300474,545190,1486973,827597,559651,2153966,1054472,1166648,17153,2040,Cocoa
Salinas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Salvador,4150,6541,8324,5576,5504,164887,553698,764411,203250,172334,582255,258606,0,0,26200,0,0,75,0,0,0,0,0,0,60000,Cocoa
Salvaterra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Santa Bárbara d'Oeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,7000,0,0,0,0,0,Cocoa
Santa Bárbara do Pará,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Santa Cruz do Rio Pardo,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Santa Luzia,3914,9295,6644,3132,15488,5842,4150,5375,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Santana,84,228,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,Cocoa
Santana de Parnaíba,0,0,0,103,0,744371,1626526,1850343,1697121,2282938,2102417,1691788,1272708,1089419,659769,386874,358522,321674,371354,330362,1058601,943368,694130,376318,259023,Cocoa
Santarém,1075,957,647,444,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,0,0,0,Cocoa
Santo André,1620,659,1,0,0,82,311,0,3277,0,0,1835,6980,9526,9592,5501,2097,96,18511,7053,300,1032,280,0,0,Cocoa
Santo Antônio de Posse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,Cocoa
Santos,66285,87911,79216,28438,19,1279,2938,1663,9683,9284,8593,15924,32625,16603,11111,945,9754,18039,9641,11411,42984,3063,3045,8197,16560,Cocoa
Sertãozinho,3417,5385,4170,4027,5812,5942,5555,8882,7915,8574,14396,9072,10195,6432,7373,6826,3763,0,0,0,0,0,0,0,0,Cocoa
Sete Lagoas,7,6740,0,0,0,70,0,0,0,0,960,0,2880,316,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Sorocaba,608,92,4480,0,0,10498,11794,0,170426,606101,739577,628095,646703,658521,424706,88944,0,0,0,0,0,0,0,0,0,Cocoa
Sumaré,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,1727,Cocoa
Suzano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,Cocoa
São Bernardo do Campo,1074883,1236472,920475,1687188,2446096,2172002,2606305,2721274,2792782,2392879,2397165,2507713,104032,341893,3092852,2396888,1777198,1722147,1992488,1796092,454451,1167691,705576,718671,1158006,Cocoa
São Caetano do Sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,53760,0,51520,10280,3500,Cocoa
São Carlos,2153,4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
São Joaquim da Barra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338000,0,0,0,0,0,0,Cocoa
São José de Ribamar,3045,3475,3804,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
São José do Rio Pardo,0,0,0,0,0,0,0,0,0,0,0,0,99000,213795,0,13584,0,0,0,0,0,0,0,0,8400,Cocoa
São José do Rio Preto,0,0,0,0,0,0,960,288,0,300,1800,0,0,540,3848,3332,1936,0,201,0,0,0,0,0,0,Cocoa
São José dos Campos,609,194,506,0,0,0,0,0,0,0,0,0,0,1780,0,0,310,0,0,0,0,0,0,0,0,Cocoa
São Luís,11471,10571,17777,2714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
São Paulo,515199,216950,232024,276756,400603,1811843,2811585,3211704,2117676,1872693,1254314,1029236,989021,901185,648734,734165,943415,3538578,5635029,3084744,4628285,2381848,2511807,2531633,2858378,Cocoa
São Roque,640520,312558,0,0,0,3954,3649,78,227115,318926,396225,439889,368891,378018,357851,441642,2130631,443199,337954,24420,6105,0,0,0,0,Cocoa
São Sebastião,1000,1699,1167,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
São Vicente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,778,78,3420,729,0,0,0,0,0,Cocoa
Tambaú,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Taquarituba,34717,10248,19844,13985,58636,67883,8351,5989,9450,19982,25988,17285,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Taubaté,30246,18518,13010,1205,414,0,0,0,0,0,0,250,0,0,0,0,0,1052,3576,1153,854,227,0,0,0,Cocoa
Teixeira de Freitas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207110,17000,0,0,0,0,0,0,0,0,Cocoa
Timóteo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,700000,Cocoa
Tomé-Açu,339210,445690,375497,356789,443800,172100,425000,214450,132900,175000,408600,25000,110090,0,15000,0,0,0,0,0,0,0,0,0,0,Cocoa
Tremembé,160948,133752,84604,76879,33106,44566,21096,27586,20050,35304,36335,23862,36394,20402,29578,0,0,0,0,0,0,0,0,0,0,Cocoa
Três Corações,8781,2042,6341,5526,3078,3474,1208,0,1400,3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Tupã,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481,0,0,0,0,0,0,0,0,0,Cocoa
Uberaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8475,0,0,0,Cocoa
Uberlândia,10836,2906,2100,1499,0,0,0,845,0,0,1350,6723,810,21894,37448,19680,61921,127887,27719,0,7035,1028,12550,0,7653,Cocoa
Uruçuca,5000,12020,0,3000,5700,4140,2704,2500,4000,12300,12000,10800,9000,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Valinhos,90,2186,112,0,0,234,8143,15812,48456,39296,38112,28410,22680,32790,31260,18140,1260,0,0,0,0,0,0,0,0,Cocoa
Varginha,1000,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cocoa
Vinhedo,133942,55965,56451,22541,30326,21400,1000,0,0,150,1860,0,0,0,0,74893,115697,0,0,0,0,0,0,0,0,Cocoa
